,curve_idx,target,sample_type,sample_id,igi_call,cycle_no,Fn,rn,groundtruth,Igi_call_quant,groundtruth_target
479244,126851,RnaseP,Clinical Sample,S1309671,Negative,45,41460.836,41460.8359375,1,0,1
479289,126853,RnaseP,Clinical Sample,S1309669,Positive,45,211146.31,211146.3125,1,1,1
479334,126855,RnaseP,Clinical Sample,S1309633,Negative,45,33037.832,33037.83203125,1,0,1
479379,126834,RnaseP,Clinical Sample,S1309653,Positive,45,193293.5,193293.5,1,1,1
479424,126836,RnaseP,Clinical Sample,S1309603,Positive,45,303288.22,303288.21875,1,1,1
479469,126838,RnaseP,Clinical Sample,S1309658,Positive,45,223532.95,223532.953125,1,1,1
479514,126840,RnaseP,Clinical Sample,S1309631,Positive,45,365750.94,365750.9375,1,1,1
479559,126842,RnaseP,Clinical Sample,S1309638,Positive,45,157721.6,157721.59375,1,1,1
479604,126845,RnaseP,Clinical Sample,S1309619,Positive,45,383731.44,383731.4375,1,1,1
479649,126880,RnaseP,Clinical Sample,S1309602,Positive,45,108202.805,108202.8046875,1,1,1
479694,126897,RnaseP,Clinical Sample,S1309640,Positive,45,378935.6,378935.59375,1,1,1
479739,126899,RnaseP,Clinical Sample,S1309673,Positive,45,322071.72,322071.71875,1,1,1
479784,126903,RnaseP,Clinical Sample,S1309626,Positive,45,117390.83,117390.828125,1,1,1
479829,126882,RnaseP,Clinical Sample,S1309648,Positive,45,374493.44,374493.4375,1,1,1
479874,126884,RnaseP,Clinical Sample,S1309655,Positive,45,186696.95,186696.953125,1,1,1
479919,126886,RnaseP,Clinical Sample,S1309610,Positive,45,81323.25,81323.25,1,1,1
479964,126888,RnaseP,Clinical Sample,S1309597,Positive,45,290334.94,290334.9375,1,1,1
480009,126890,RnaseP,Clinical Sample,S1309646,Positive,45,242898.84,242898.84375,1,1,1
480054,126928,RnaseP,Clinical Sample,S1309605,Positive,45,95035.914,95035.9140625,1,1,1
480099,126945,RnaseP,Clinical Sample,S1309643,Positive,45,328528.53,328528.53125,1,1,1
480144,126947,RnaseP,Clinical Sample,S1309665,Positive,45,349866.78,349866.78125,1,1,1
480189,126949,RnaseP,Clinical Sample,S1309663,Positive,45,402221.44,402221.4375,1,1,1
480234,126951,RnaseP,Clinical Sample,S1309618,Positive,45,420955.1,420955.09375,1,1,1
480279,126930,RnaseP,Clinical Sample,S1309642,Positive,45,163481.72,163481.71875,1,1,1
480324,126932,RnaseP,Clinical Sample,S1309649,Positive,45,200017.66,200017.65625,1,1,1
480369,126934,RnaseP,Clinical Sample,S1309615,Positive,45,431085.88,431085.875,1,1,1
480414,126936,RnaseP,Clinical Sample,S1309607,Negative,45,29417.736,29417.736328125,1,0,1
480459,126938,RnaseP,Clinical Sample,S1309632,Negative,45,32688.617,32688.6171875,1,0,1
480504,126976,RnaseP,Clinical Sample,S1309620,Positive,45,194323.69,194323.6875,1,1,1
480549,126993,RnaseP,Clinical Sample,S1309654,Positive,45,308957.78,308957.78125,1,1,1
480594,126995,RnaseP,Clinical Sample,S1309660,Positive,45,78641.484,78641.484375,1,1,1
480639,126997,RnaseP,Clinical Sample,S1309672,Negative,45,26753.201,26753.201171875,1,0,1
480684,126999,RnaseP,Clinical Sample,S1309613,Positive,45,150982.64,150982.640625,1,1,1
480729,126978,RnaseP,Clinical Sample,S1309636,Negative,45,36682.008,36682.0078125,1,0,1
480774,126980,RnaseP,Clinical Sample,S1309644,Positive,45,89422.11,89422.109375,1,1,1
480819,126982,RnaseP,Clinical Sample,S1309645,Negative,45,32637.283,32637.283203125,1,0,1
480864,126984,RnaseP,Clinical Sample,S1309639,Negative,45,40184.652,40184.65234375,1,0,1
480909,126986,RnaseP,Clinical Sample,S1309623,Positive,45,296985.3,296985.3125,1,1,1
480954,127024,RnaseP,Clinical Sample,S1309625,Negative,45,22442.486,22442.486328125,1,0,1
480999,127041,RnaseP,Clinical Sample,S1309656,Negative,45,54993.15,54993.1484375,1,0,1
481044,127043,RnaseP,Clinical Sample,S1309666,Negative,45,24903.582,24903.58203125,1,0,1
481089,127045,RnaseP,Clinical Sample,S1309664,Positive,45,411252.28,411252.28125,1,1,1
481134,127047,RnaseP,Clinical Sample,S1309608,Positive,45,381146.22,381146.21875,1,1,1
481179,127026,RnaseP,Clinical Sample,S1309627,Positive,45,418673.03,418673.03125,1,1,1
481224,127028,RnaseP,Clinical Sample,S1309637,Positive,45,106140.71,106140.7109375,1,1,1
481269,127030,RnaseP,Clinical Sample,S1309622,Positive,45,156731.69,156731.6875,1,1,1
481314,127032,RnaseP,Clinical Sample,S1309611,Positive,45,180720.62,180720.625,1,1,1
481359,127072,RnaseP,Clinical Sample,S1309628,Negative,45,16977.84,16977.83984375,1,0,1
481404,127089,RnaseP,Clinical Sample,S1309657,Positive,45,369128.06,369128.0625,1,1,1
481449,127091,RnaseP,Clinical Sample,S1309661,Positive,45,392455.03,392455.03125,1,1,1
481494,127093,RnaseP,Clinical Sample,S1309652,Positive,45,123909.61,123909.609375,1,1,1
481539,127095,RnaseP,Clinical Sample,S1309600,Positive,45,154951.45,154951.453125,1,1,1
481584,127074,RnaseP,Clinical Sample,S1309621,Positive,45,80812.71,80812.7109375,1,1,1
481629,127076,RnaseP,Clinical Sample,S1309630,Positive,45,73707.55,73707.546875,1,1,1
481674,127078,RnaseP,Clinical Sample,S1309596,Positive,45,390681.88,390681.875,1,1,1
481719,127080,RnaseP,Clinical Sample,S1309616,Positive,45,443475.75,443475.75,1,1,1
481764,127082,RnaseP,Clinical Sample,S1309624,Positive,45,300444.94,300444.9375,1,1,1
481809,93328,RnaseP,Clinical Sample,S1134328,Positive,45,298375.9,298375.90625,1,1,1
481854,93345,RnaseP,Clinical Sample,S1134336,Positive,45,315068.34,315068.34375,1,1,1
481899,93347,RnaseP,Clinical Sample,S1134344,Positive,45,312647.9,312647.90625,1,1,1
481944,93349,RnaseP,Clinical Sample,S1134352,Positive,45,303158.62,303158.625,1,1,1
481989,93351,RnaseP,Clinical Sample,S1134359,Positive,45,319628.28,319628.28125,1,1,1
482034,93330,RnaseP,Clinical Sample,S1134367,Positive,45,347408.03,347408.03125,1,1,1
482079,93332,RnaseP,Clinical Sample,S1134375,Positive,45,311664.97,311664.96875,1,1,1
482124,93336,RnaseP,Clinical Sample,S1133945,Positive,45,316529.28,316529.28125,1,1,1
482169,93338,RnaseP,Clinical Sample,S1133923,Positive,45,479599.44,479599.4375,1,1,1
482214,93341,RnaseP,Clinical Sample,S1133937,Positive,45,323616.16,323616.15625,1,1,1
482259,93343,RnaseP,Clinical Sample,S1133843,Positive,45,311759.88,311759.875,1,1,1
482304,93376,RnaseP,Clinical Sample,S1134329,Positive,45,306348.1,306348.09375,1,1,1
482349,93393,RnaseP,Clinical Sample,S1134337,Positive,45,315296.1,315296.09375,1,1,1
482394,93395,RnaseP,Clinical Sample,S1134345,Positive,45,324383.75,324383.75,1,1,1
482439,93397,RnaseP,Clinical Sample,S1134353,Positive,45,320902.6,320902.59375,1,1,1
482484,93399,RnaseP,Clinical Sample,S1134360,Positive,45,264061.22,264061.21875,1,1,1
482529,93378,RnaseP,Clinical Sample,S1134368,Positive,45,300980.66,300980.65625,1,1,1
482574,93380,RnaseP,Clinical Sample,S1134376,Positive,45,318277.34,318277.34375,1,1,1
482619,93384,RnaseP,Clinical Sample,S1133943,Positive,45,297214.3,297214.3125,1,1,1
482664,93386,RnaseP,Clinical Sample,S1133924,Positive,45,275251.22,275251.21875,1,1,1
482709,93389,RnaseP,Clinical Sample,S1133936,Positive,45,144888.02,144888.015625,1,1,1
482754,93391,RnaseP,Clinical Sample,S1134387,Positive,45,338099.12,338099.125,1,1,1
482799,93424,RnaseP,Clinical Sample,S1134330,Positive,45,250505.03,250505.03125,1,1,1
482844,93441,RnaseP,Clinical Sample,S1134338,Positive,45,247950.0,247950.0,1,1,1
482889,93443,RnaseP,Clinical Sample,S1134346,Positive,45,312244.4,312244.40625,1,1,1
482934,93445,RnaseP,Clinical Sample,S1134354,Positive,45,334494.78,334494.78125,1,1,1
482979,93447,RnaseP,Clinical Sample,S1134361,Positive,45,360134.66,360134.65625,1,1,1
483024,93426,RnaseP,Clinical Sample,S1134369,Positive,45,328919.1,328919.09375,1,1,1
483069,93428,RnaseP,Clinical Sample,S1134377,Positive,45,330653.6,330653.59375,1,1,1
483114,93430,RnaseP,Clinical Sample,S1134382,Positive,45,345741.9,345741.90625,1,1,1
483159,93432,RnaseP,Clinical Sample,S1133950,Positive,45,308478.4,308478.40625,1,1,1
483204,93434,RnaseP,Clinical Sample,S1133939,Positive,45,325425.94,325425.9375,1,1,1
483249,93437,RnaseP,Clinical Sample,S1133942,Positive,45,215608.78,215608.78125,1,1,1
483294,93439,RnaseP,Clinical Sample,S1134386,Positive,45,342645.2,342645.1875,1,1,1
483339,93472,RnaseP,Clinical Sample,S1134331,Positive,45,266101.34,266101.34375,1,1,1
483384,93489,RnaseP,Clinical Sample,S1134339,Positive,45,282047.5,282047.5,1,1,1
483429,93491,RnaseP,Clinical Sample,S1134347,Positive,45,308751.4,308751.40625,1,1,1
483474,93495,RnaseP,Clinical Sample,S1134362,Positive,45,316177.75,316177.75,1,1,1
483519,93474,RnaseP,Clinical Sample,S1134370,Positive,45,325154.03,325154.03125,1,1,1
483564,93476,RnaseP,Clinical Sample,S1134378,Positive,45,313368.9,313368.90625,1,1,1
483609,93478,RnaseP,Clinical Sample,S1133954,Positive,45,383259.16,383259.15625,1,1,1
483654,93480,RnaseP,Clinical Sample,S1133949,Positive,45,306614.16,306614.15625,1,1,1
483699,93482,RnaseP,Clinical Sample,S1133941,Positive,45,325304.97,325304.96875,1,1,1
483744,93485,RnaseP,Clinical Sample,S1133933,Positive,45,323928.25,323928.25,1,1,1
483789,93487,RnaseP,Clinical Sample,S1134385,Positive,45,210855.73,210855.734375,1,1,1
483834,93520,RnaseP,Clinical Sample,S1134332,Positive,45,244636.67,244636.671875,1,1,1
483879,93537,RnaseP,Clinical Sample,S1134340,Positive,45,241328.64,241328.640625,1,1,1
483924,93539,RnaseP,Clinical Sample,S1134348,Positive,45,255518.94,255518.9375,1,1,1
483969,93541,RnaseP,Clinical Sample,S1134355,Positive,45,207576.31,207576.3125,1,1,1
484014,93543,RnaseP,Clinical Sample,S1134363,Positive,45,287410.44,287410.4375,1,1,1
484059,93522,RnaseP,Clinical Sample,S1134371,Positive,45,323470.62,323470.625,1,1,1
484104,93524,RnaseP,Clinical Sample,S1134379,Positive,45,302736.1,302736.09375,1,1,1
484149,93526,RnaseP,Clinical Sample,S1133955,Positive,45,323802.6,323802.59375,1,1,1
484194,93528,RnaseP,Clinical Sample,S1133948,Positive,45,333432.62,333432.625,1,1,1
484239,93530,RnaseP,Clinical Sample,S1133925,Positive,45,279561.6,279561.59375,1,1,1
484284,93533,RnaseP,Clinical Sample,S1133913,Positive,45,282553.88,282553.875,1,1,1
484329,93535,RnaseP,Clinical Sample,S1134384,Positive,45,45090.582,45090.58203125,1,1,1
484374,93568,RnaseP,Clinical Sample,S1134333,Positive,45,253619.42,253619.421875,1,1,1
484419,93585,RnaseP,Clinical Sample,S1134341,Positive,45,271986.53,271986.53125,1,1,1
484464,93587,RnaseP,Clinical Sample,S1134349,Negative,45,24671.912,24671.912109375,1,0,1
484509,93589,RnaseP,Clinical Sample,S1134356,Positive,45,270706.53,270706.53125,1,1,1
484554,93591,RnaseP,Clinical Sample,S1134364,Positive,45,245180.08,245180.078125,1,1,1
484599,93570,RnaseP,Clinical Sample,S1134372,Positive,45,250024.88,250024.875,1,1,1
484644,93572,RnaseP,Clinical Sample,S1134380,Positive,45,214818.12,214818.125,1,1,1
484689,93574,RnaseP,Clinical Sample,S1133944,Positive,45,271491.6,271491.59375,1,1,1
484734,93576,RnaseP,Clinical Sample,S1133951,Positive,45,314496.78,314496.78125,1,1,1
484779,93578,RnaseP,Clinical Sample,S1133926,Positive,45,161153.4,161153.40625,1,1,1
484824,93581,RnaseP,Clinical Sample,S1133932,Positive,45,228530.12,228530.125,1,1,1
484869,93583,RnaseP,Clinical Sample,S1134383,Positive,45,261179.22,261179.21875,1,1,1
484914,93616,RnaseP,Clinical Sample,S1134334,Positive,45,147062.17,147062.171875,1,1,1
484959,93633,RnaseP,Clinical Sample,S1134342,Positive,45,52465.15,52465.1484375,1,1,1
485004,93635,RnaseP,Clinical Sample,S1134350,Positive,45,168176.31,168176.3125,1,1,1
485049,93637,RnaseP,Clinical Sample,S1134357,Positive,45,173532.62,173532.625,1,1,1
485094,93639,RnaseP,Clinical Sample,S1134365,Positive,45,419506.9,419506.90625,1,1,1
485139,93618,RnaseP,Clinical Sample,S1134373,Positive,45,196099.31,196099.3125,1,1,1
485184,93620,RnaseP,Clinical Sample,S1134381,Positive,45,248247.12,248247.125,1,1,1
485229,93622,RnaseP,Clinical Sample,S1133947,Positive,45,244365.58,244365.578125,1,1,1
485274,93624,RnaseP,Clinical Sample,S1133940,Positive,45,238401.8,238401.796875,1,1,1
485319,93629,RnaseP,Clinical Sample,S1133590,Positive,45,142781.7,142781.703125,1,1,1
485364,93664,RnaseP,Clinical Sample,S1134335,Positive,45,31526.328,31526.328125,1,1,1
485409,93681,RnaseP,Clinical Sample,S1134343,Positive,45,106046.32,106046.3203125,1,1,1
485454,93683,RnaseP,Clinical Sample,S1134351,Positive,45,106301.164,106301.1640625,1,1,1
485499,93685,RnaseP,Clinical Sample,S1134358,Positive,45,105023.28,105023.28125,1,1,1
485544,93687,RnaseP,Clinical Sample,S1134366,Positive,45,58359.555,58359.5546875,1,1,1
485589,93666,RnaseP,Clinical Sample,S1134374,Positive,45,172393.84,172393.84375,1,1,1
485634,93670,RnaseP,Clinical Sample,S1133946,Negative,45,29285.305,29285.3046875,1,0,1
485679,93672,RnaseP,Clinical Sample,S1133952,Positive,45,216937.06,216937.0625,1,1,1
485724,93674,RnaseP,Clinical Sample,S1133938,Positive,45,105325.89,105325.890625,1,1,1
485769,93677,RnaseP,Clinical Sample,S1133842,Positive,45,134576.97,134576.96875,1,1,1
485809,41072,MS2,Clinical Sample,S139375,Positive,40,489601.78,489601.7813,1,1,1
485849,41083,MS2,Clinical Sample,S139164,Positive,40,450591.8,450591.8125,1,1,1
485889,41089,MS2,Clinical Sample,S139399,Positive,40,517892.5,517892.5,1,1,1
485929,41090,MS2,Clinical Sample,S139180,Positive,40,603562.94,603562.9375,1,1,1
485969,41091,MS2,Clinical Sample,S139406,Positive,40,542149.56,542149.5625,1,1,1
486009,41092,MS2,Clinical Sample,S139207,Positive,40,650110.3,650110.3125,1,1,1
486049,41093,MS2,Clinical Sample,S139435,Positive,40,684987.06,684987.0625,1,1,1
486089,41094,MS2,Clinical Sample,S139549,Positive,40,592652.9,592652.875,1,1,1
486129,41095,MS2,Clinical Sample,S139437,Positive,40,634875.25,634875.25,1,1,1
486169,41073,MS2,Clinical Sample,S139565,Positive,40,733361.1,733361.125,1,1,1
486209,41074,MS2,Clinical Sample,S139431,Positive,40,655546.8,655546.8125,1,1,1
486249,41075,MS2,Clinical Sample,S139552,Positive,40,780200.5,780200.5,1,1,1
486289,41076,MS2,Clinical Sample,S139468,Positive,40,681868.44,681868.4375,1,1,1
486329,41077,MS2,Clinical Sample,S139483,Positive,40,704263.94,704263.9375,1,1,1
486369,41078,MS2,Clinical Sample,S139473,Negative,40,293249.16,293249.1563,1,0,1
486409,41079,MS2,Clinical Sample,S139490,Positive,40,700794.2,700794.1875,1,1,1
486449,41080,MS2,Clinical Sample,S139512,Positive,40,670090.8,670090.8125,1,1,1
486489,41081,MS2,Clinical Sample,S139496,Positive,40,697318.75,697318.75,1,1,1
486529,41082,MS2,Clinical Sample,S139531,Positive,40,650767.75,650767.75,1,1,1
486569,41084,MS2,Clinical Sample,S139504,Positive,40,649132.6,649132.625,1,1,1
486609,41085,MS2,Clinical Sample,S139204,Positive,40,677480.8,677480.8125,1,1,1
486649,41086,MS2,Clinical Sample,S139530,Positive,40,626601.8,626601.8125,1,1,1
486689,41087,MS2,Clinical Sample,S139203,Positive,40,593530.7,593530.6875,1,1,1
486729,41088,MS2,Clinical Sample,S139525,Positive,40,535962.2,535962.1875,1,1,1
486769,41096,MS2,Clinical Sample,S139385,Positive,40,540487.2,540487.1875,1,1,1
486809,41107,MS2,Clinical Sample,S139436,Positive,40,416088.25,416088.25,1,1,1
486849,41113,MS2,Clinical Sample,S139620,Positive,40,362763.28,362763.2813,1,1,1
486889,41114,MS2,Clinical Sample,S139405,Positive,40,589571.2,589571.1875,1,1,1
486929,41115,MS2,Clinical Sample,S139632,Positive,40,455245.88,455245.875,1,1,1
486969,41116,MS2,Clinical Sample,S139460,Positive,40,682446.8,682446.8125,1,1,1
487009,41117,MS2,Clinical Sample,S139575,Positive,40,514473.9,514473.9063,1,1,1
487049,41118,MS2,Clinical Sample,S139356,Positive,40,565731.25,565731.25,1,1,1
487089,41119,MS2,Clinical Sample,S139294,Positive,40,587068.4,587068.375,1,1,1
487129,41097,MS2,Clinical Sample,S139364,Positive,40,729934.06,729934.0625,1,1,1
487169,41098,MS2,Clinical Sample,S139327,Positive,40,481270.44,481270.4375,1,1,1
487209,41099,MS2,Clinical Sample,S139349,Positive,40,652419.3,652419.3125,1,1,1
487249,41100,MS2,Clinical Sample,S139310,Positive,40,553774.6,553774.625,1,1,1
487289,41101,MS2,Clinical Sample,S139381,Positive,40,552833.75,552833.75,1,1,1
487329,41102,MS2,Clinical Sample,S139314,Positive,40,535830.7,535830.6875,1,1,1
487369,41103,MS2,Clinical Sample,S139234,Positive,40,626839.3,626839.3125,1,1,1
487409,41104,MS2,Clinical Sample,S139291,Positive,40,662712.06,662712.0625,1,1,1
487449,41105,MS2,Clinical Sample,S139427,Positive,40,491069.22,491069.2188,1,1,1
487489,41106,MS2,Clinical Sample,S139296,Positive,40,655189.3,655189.3125,1,1,1
487529,41108,MS2,Clinical Sample,S139246,Positive,40,590855.6,590855.625,1,1,1
487569,41109,MS2,Clinical Sample,S139289,Positive,40,490047.44,490047.4375,1,1,1
487609,41110,MS2,Clinical Sample,S139251,Positive,40,465914.94,465914.9375,1,1,1
487649,41111,MS2,Clinical Sample,S139221,Positive,40,618669.8,618669.8125,1,1,1
487689,41112,MS2,Clinical Sample,S139282,Positive,40,614299.56,614299.5625,1,1,1
487729,41120,MS2,Clinical Sample,S139380,Positive,40,624197.06,624197.0625,1,1,1
487769,41131,MS2,Clinical Sample,S139173,Positive,40,575650.56,575650.5625,1,1,1
487809,41137,MS2,Clinical Sample,S139398,Positive,40,519902.16,519902.1563,1,1,1
487849,41138,MS2,Clinical Sample,S139169,Positive,40,509657.2,509657.1875,1,1,1
487889,41139,MS2,Clinical Sample,S139394,Positive,40,570492.0,570492.0,1,1,1
487929,41140,MS2,Clinical Sample,S139560,Positive,40,530798.9,530798.875,1,1,1
487969,41141,MS2,Clinical Sample,S139423,Positive,40,541812.06,541812.0625,1,1,1
488009,41142,MS2,Clinical Sample,S139567,Positive,40,553712.0,553712.0,1,1,1
488049,41143,MS2,Clinical Sample,S139426,Positive,40,509653.25,509653.25,1,1,1
488089,41122,MS2,Clinical Sample,S139444,Positive,40,683622.8,683622.8125,1,1,1
488129,41124,MS2,Clinical Sample,S139459,Positive,40,591060.4,591060.375,1,1,1
488169,41125,MS2,Clinical Sample,S139472,Positive,40,612149.25,612149.25,1,1,1
488209,41127,MS2,Clinical Sample,S139489,Positive,40,531355.25,531355.25,1,1,1
488249,41128,MS2,Clinical Sample,S139495,Positive,40,508315.75,508315.75,1,1,1
488289,41129,MS2,Clinical Sample,S139513,Positive,40,575283.1,575283.125,1,1,1
488329,41130,MS2,Clinical Sample,S139528,Positive,40,455115.1,455115.0938,1,1,1
488369,41132,MS2,Clinical Sample,S139523,Positive,40,583808.44,583808.4375,1,1,1
488409,41133,MS2,Clinical Sample,S139210,Positive,40,502818.66,502818.6563,1,1,1
488449,41134,MS2,Clinical Sample,S139529,Positive,40,567384.5,567384.5,1,1,1
488489,41135,MS2,Clinical Sample,S139196,Positive,40,656889.56,656889.5625,1,1,1
488529,41136,MS2,Clinical Sample,S139524,Positive,40,597550.56,597550.5625,1,1,1
488569,41144,MS2,Clinical Sample,S139621,Positive,40,607665.5,607665.5,1,1,1
488609,41155,MS2,Clinical Sample,S139413,Positive,40,531522.2,531522.1875,1,1,1
488649,41161,MS2,Clinical Sample,S139631,Positive,40,419890.8,419890.8125,1,1,1
488689,41162,MS2,Clinical Sample,S139463,Positive,40,410328.0,410328.0,1,1,1
488729,41163,MS2,Clinical Sample,S139630,Positive,40,360532.84,360532.8438,1,1,1
488769,41164,MS2,Clinical Sample,S139448,Positive,40,404654.97,404654.9688,1,1,1
488809,41165,MS2,Clinical Sample,S139543,Positive,40,443435.44,443435.4375,1,1,1
488849,41166,MS2,Clinical Sample,S139353,Positive,40,436088.1,436088.0938,1,1,1
488889,41167,MS2,Clinical Sample,S139306,Positive,40,515499.34,515499.3438,1,1,1
488929,41145,MS2,Clinical Sample,S139403,Positive,40,437442.3,437442.3125,1,1,1
488969,41146,MS2,Clinical Sample,S139311,Positive,40,662369.9,662369.875,1,1,1
489009,41147,MS2,Clinical Sample,S139347,Positive,40,479194.1,479194.0938,1,1,1
489049,41148,MS2,Clinical Sample,S139315,Positive,40,488770.78,488770.7813,1,1,1
489089,41149,MS2,Clinical Sample,S139458,Positive,40,503523.5,503523.5,1,1,1
489129,41150,MS2,Clinical Sample,S139293,Positive,40,552060.75,552060.75,1,1,1
489169,41151,MS2,Clinical Sample,S139233,Positive,40,360686.16,360686.1563,1,1,1
489209,41152,MS2,Clinical Sample,S139212,Positive,40,398687.53,398687.5313,1,1,1
489249,41153,MS2,Clinical Sample,S139415,Positive,40,531675.44,531675.4375,1,1,1
489289,41154,MS2,Clinical Sample,S139290,Positive,40,415086.25,415086.25,1,1,1
489329,41156,MS2,Clinical Sample,S139239,Positive,40,349238.75,349238.75,1,1,1
489369,41157,MS2,Clinical Sample,S139213,Positive,40,504102.22,504102.2188,1,1,1
489409,41158,MS2,Clinical Sample,S139258,Positive,40,404176.53,404176.5313,1,1,1
489449,41159,MS2,Clinical Sample,S139216,Positive,40,658464.5,658464.5,1,1,1
489489,41160,MS2,Clinical Sample,S139276,Positive,40,406915.56,406915.5625,1,1,1
489529,41168,MS2,Clinical Sample,S139384,Positive,40,634969.1,634969.125,1,1,1
489569,41179,MS2,Clinical Sample,S139177,Positive,40,683508.9,683508.875,1,1,1
